POINTS2.tex,Dữ liệu,Kết quả,Ví dụ
V8ORG.tex,Dữ liệu,Kết qủa,Ví dụ
LAZYCOWS.tex,Dữ liệu,Kết quả,Ví dụ
OPTCUT.tex,Dữ liệu,Kết quả,Ví dụ
NKPARITY.tex,Dữ liệu,Kết quả,Ví dụ
MILITARY.tex,Input,Output,Example
HSPC14E.tex,Input,Output,Example
MORSEDEC.tex,Input,Output,Example
LSPALIN.tex,Input,Output,Example
WALK.tex,Input,Output,Example
CVP00001.tex,Input,Output,Example
QBCOND.tex,Input,Output,Example
FFLOW.tex,Input,Output,Example
HIWAY2.tex,Input,Output,Example
CUTSEQS.tex,Input,Output,Example
